,word,score
3824,Glory,0.25
3825,fascination,0.375
3826,winery,0.125
3827,lousy,-0.75
3828,screwed,0.25
3829,tomb,-0.125
3830,asserting,0.125
3831,Waste,0.125
3832,Essentially,0.5
3833,comforting,0.5
3834,beams,-0.25
3835,disconnect,-0.25
3836,snowstorm,0.25
3837,passions,0.5
3838,coherent,0.25
3839,nurturing,0.125
3840,cheerleaders,0.125
3841,incompetence,-0.25
3842,soured,-0.25
3843,Showcase,0.125
3844,CONTACT,0.375
3845,grit,-0.25
3846,eviction,-0.625
3847,confidently,0.125
3848,Dome,0.125
3849,sinister,-0.75
3850,Custom,0.375
3851,scrutinized,0.5
3852,Reserves,-0.625
3853,debit,-0.25
3854,Asset,0.625
3855,complacent,-0.125
3856,demolish,-0.125
3857,instinct,0.375
3858,deepened,-0.125
3859,violently,0.125
3860,fooled,0.125
3861,enriched,0.375
3862,ventured,-0.125
3863,proficient,0.625
3864,humility,-0.5
3865,invariably,-0.125
3866,underdogs,-0.75
3867,wonderfully,0.375
3868,avenge,-0.5
3869,hooks,0.125
3870,archdiocese,0.125
3871,Injured,-0.5
3872,specialties,0.25
3873,gripped,0.375
3874,nut,-0.125
3875,gourmet,0.375
3876,characterize,-0.25
3877,markedly,0.125
3878,Estimates,-0.25
3879,libelous,-0.875
3880,lapses,-0.5
3881,bashing,-0.25
3882,wineries,0.125
3883,sausage,0.25
3884,hypertension,0.25
3885,amazingly,0.125
3886,punishable,-0.625
3887,Presidency,0.25
3888,philanthropic,0.5
3889,ablaze,0.125
3890,austerity,0.125
3891,Secure,0.25
3892,unsettled,0.25
3893,gems,0.5
3894,Antarctica,-0.125
3895,Warning,-0.125
3896,revoke,-0.5
3897,Presbyterian_Church,0.5
3898,unilaterally,0.25
3899,unreliable,-0.875
3900,reinforcing,0.125
3901,directives,0.125
3902,Miracle,0.375
3903,jolt,-0.125
3904,amends,-0.125
3905,Pure,0.25
3906,predicament,-0.625
3907,reliably,0.25
3908,relish,0.75
3909,tyranny,-0.5
3910,Angus,0.375
3911,balked,-0.125
3912,complexities,0.25
3913,entertainers,0.25
3914,ticketing,-0.125
3915,dearly,0.625
3916,disguised,-0.125
3917,reckon,0.125
3918,futile,-0.5
3919,agony,-0.625
3920,pharmacist,0.125
3921,UMass,0.625
3922,visually,0.25
3923,empathy,-0.125
3924,collapses,-0.25
3925,Damage,-0.125
3926,documenting,0.125
3927,mainstay,-0.125
3928,requisite,-0.125
3929,adventurous,0.375
3930,gracious,0.875
3931,brackets,0.25
3932,supremacy,0.125
3933,contradictory,-0.125
3934,Chevy,-0.125
3935,punitive_damages,-0.25
3936,suitability,0.625
3937,anonymously,-0.375
3938,Hickey,-0.25
3939,evidently,0.5
3940,stacks,-0.25
3941,controversies,0.125
3942,peculiar,-0.25
3943,torched,-0.125
3944,inequality,-0.625
3945,unlicensed,-0.25
3946,grooming,0.125
3947,chatted,0.25
3948,provocation,-0.125
3949,diligently,0.375
3950,civilized,0.25
3951,unnoticed,-0.125
3952,handicapped,-0.125
3953,cautiously,-0.25
3954,landfills,-0.375
3955,Patient,0.125
3956,Huron,0.125
3957,Hopes,0.125
3958,tad,-0.125
3959,Huge,-0.125
3960,gripping,0.375
3961,inaction,-0.125
3962,Hurt,-0.625
3963,duly,0.625
3964,blazing,0.375
3965,Injuries,-0.625
3966,Defensively,0.125
3967,Nestle,0.25
3968,hacker,-0.125
3969,occupies,0.375
3970,AN,-0.125
3971,sic,-0.125
3972,limped,-0.375
3973,cultivation,0.25
3974,divides,-0.375
3975,suicidal,-0.5
3976,abstinence,0.125
3977,Sporting,0.125
3978,redeemed,-0.25
3979,quickness,0.5
3980,gratifying,0.375
3981,homosexuals,0.125
3982,headlined,0.125
3983,Iron_Man,0.25
3984,untrue,-0.75
3985,colder,-0.75
3986,preventable,0.625
3987,forgetting,0.25
3988,funky,-0.75
3989,formulated,-0.125
3990,apologizing,-0.625
3991,unnecessarily,0.375
3992,vitality,0.5
3993,Excel,-0.25
3994,wander,-0.25
3995,confess,-0.375
3996,wicked,-0.375
3997,hindsight,0.125
3998,kindly,0.625
3999,hugging,-0.25
4000,impatient,-0.375
4001,Buckeye,-0.125
4002,optimizing,0.125
4003,manipulating,-0.5
4004,hardworking,-0.125
4005,roam,-0.25
4006,Exactly,0.125
4007,snowy,0.375
4008,Sexton,0.375
4009,Strange,0.25
4010,Diversity,-0.125
4011,Roughly,0.25
4012,sequentially,0.125
4013,preferably,0.125
4014,exquisite,0.25
4015,Wants,-0.25
4016,tributes,0.625
4017,misunderstood,-0.625
4018,faint,-0.75
4019,fortunately,0.5
4020,awfully,0.25
4021,mined,-0.125
4022,bolt,-0.125
4023,discrepancy,-0.125
4024,unconditional,-0.125
4025,tolerant,0.5
4026,Feel,0.125
4027,feeder,0.375
4028,deceive,-0.625
4029,raucous,-0.5
4030,bodyguard,-0.125
4031,busting,-0.375
4032,demons,-0.11200000000000004
4033,dissatisfied,0.125
4034,Shield,-0.125
4035,focussed,0.125
4036,disgusted,-0.125
4037,disgraced,-0.625
4038,rehabilitate,0.625
4039,allergy,-0.125
4040,picturesque,0.75
4041,reputable,0.875
4042,neatly,-0.125
4043,Concern,0.25
4044,somber,-0.25
4045,sham,-0.375
4046,admirable,0.75
4047,complicate,-0.125
4048,implying,-0.125
4049,fried,-0.625
4050,Runner,-0.25
4051,charisma,0.125
4052,addictive,-0.625
4053,offend,-0.25
4054,Pain,-0.75
4055,Wear,-0.25
4056,slightest,-0.375
4057,exposes,0.125
4058,Inspired,0.125
4059,autistic,-0.75
4060,perpetual,0.25
4061,Problem,-0.625
4062,conveniently,0.125
4063,venerable,0.375
4064,cured,0.125
4065,humiliated,-0.625
4066,simulate,0.375
4067,Trouble,-0.25
4068,forceful,-0.5
4069,Certificate,0.125
4070,peek,0.125
4071,defamatory,-0.875
4072,fruitful,0.5
4073,deadlocked,0.125
4074,scuffle,-0.5
4075,Minerals,0.25
4076,timeless,0.125
4077,relentlessly,0.25
4078,willingly,0.25
4079,newfound,0.5
4080,puzzled,-0.125
4081,complacency,-0.375
4082,forcefully,-0.125
4083,Falling,0.125
4084,priceless,0.125
4085,plausible,0.5
4086,Smaller,-0.125
4087,evicted,-0.5
4088,Successful,0.625
4089,ludicrous,0.25
4090,appease,0.875
4091,Excellent,1.0
4092,Mozart,0.125
4093,outlaw,-0.25
4094,Sharing,-0.375
4095,discredit,-0.125
4096,virtues,-0.125
4097,careless,-0.5
4098,philanthropy,0.125
4099,unfolds,0.125
4100,objectionable,-0.625
4101,rituals,0.125
4102,Wonder,0.75
4103,Trainer,-0.25
4104,creep,-0.5
4105,stared,0.125
4106,Worst,-1.0
4107,criticizes,-0.25
4108,Somewhere,-0.625
4109,Courtesy,0.5
4110,Disaster,-0.375
4111,negatives,-0.25
4112,Hummer,-0.375
4113,mysteries,0.25
4114,cholera,-0.125
4115,embezzlement,-0.25
4116,commercialize,0.5
4117,caters,0.125
4118,visitation,-0.25
4119,pro_forma,-0.25
4120,antiques,0.125
4121,Presbyterian,0.25
4122,vacate,-0.25
4123,intrusive,-0.375
4124,osteoporosis,-0.125
4125,concussions,-0.5
4126,rant,0.25
4127,infectious_diseases,0.25
4128,stumble,-0.25
4129,differing,0.25
4130,comprehend,0.125
4131,starvation,0.125
4132,fractures,-0.25
4133,stamina,0.125
4134,cultivate,0.375
4135,Adventures,0.25
4136,recreate,0.25
4137,witty,0.5
4138,Significant,0.375
4139,cruise_ship,-0.125
4140,enraged,-0.75
4141,fluke,0.125
4142,TLC,0.5
4143,enticing,-0.125
4144,cultivated,0.375
4145,fraught,-0.75
4146,bothering,-0.375
4147,authoritative,-0.125
4148,exposures,-0.125
4149,purity,-0.25
4150,archbishop,0.5
4151,mastered,0.625
4152,Mardi_Gras,0.125
4153,formulate,-0.125
4154,bloated,-0.75
4155,frail,0.125
4156,Sustainability,0.125
4157,heroine,0.5
4158,truths,0.625
4159,tweaked,0.375
4160,farce,0.25
4161,vengeance,-0.125
4162,Burn,-0.625
4163,towing,-0.125
4164,distrust,0.375
4165,imaginative,0.375
4166,traumatized,-0.5
4167,Friendship,0.125
4168,Matters,-0.125
4169,underperforming,-0.125
4170,aspire,0.125
4171,horrors,0.125
4172,academically,0.125
4173,Ideally,0.375
4174,feisty,0.625
4175,Couple,-0.125
4176,Specialty,0.25
4177,hapless,-0.75
4178,Micro,-0.125
4179,Demons,-0.11200000000000004
4180,quieter,-0.5
4181,mildly,-0.375
4182,rescues,0.125
4183,Roe,-0.25
4184,bounces,0.125
4185,serviced,-0.125
4186,salvation,-0.125
4187,sentimental,0.5
4188,spicy,-0.125
4189,fragrance,0.25
4190,accommodating,0.75
4191,illustration,0.125
4192,powerless,-0.125
4193,mishap,-0.625
4194,vaccinations,0.125
4195,Surprisingly,0.125
4196,Krishna,0.125
4197,Merit,0.75
4198,lurking,0.125
4199,roller_coaster,0.125
4200,realistically,0.125
4201,abound,-0.125
4202,stalling,-0.125
4203,insignificant,-0.5
4204,triumphs,0.375
4205,breakthroughs,0.625
4206,Jr,0.125
4207,fodder,0.125
4208,misplaced,-0.125
4209,forgo,-0.625
4210,unforeseen,-0.25
4211,angrily,-0.125
4212,mend,-0.125
4213,nagging,-0.25
4214,enthusiastically,0.375
4215,remembrance,-0.125
4216,cheaply,0.375
4217,renovating,0.125
4218,Couples,-0.125
4219,decency,0.875
4220,surpluses,0.125
4221,menacing,-0.125
4222,stunts,-0.625
4223,baseless,-0.5
4224,ostensibly,0.375
4225,thrived,0.125
4226,achievable,0.25
4227,envisaged,-0.5
4228,nifty,0.875
4229,inspecting,0.125
4230,Mama,0.875
4231,unavoidable,-0.5
4232,resonate,0.125
4233,nostalgic,-0.75
4234,degradation,0.25
4235,supervisory,0.125
4236,liar,-0.625
4237,unsettling,0.25
4238,erred,-0.25
4239,Law_Enforcement,-0.125
4240,shunned,0.125
4241,mocked,-0.5
4242,plummeting,0.375
4243,glut,-0.25
4244,rarity,-0.375
4245,choppy,-0.25
4246,turtles,0.5
4247,hobbled,-0.375
4248,trait,0.125
4249,sincerity,0.5
4250,insightful,0.625
4251,legged,0.125
4252,superiors,0.75
4253,opportunistic,0.125
4254,faltered,-0.5
4255,dots,0.125
4256,prank,0.25
4257,Shock,-0.75
4258,heyday,0.375
4259,poets,0.5
4260,cohesive,-0.5
4261,solace,-0.375
4262,honorable_mention,0.5
4263,humbling,-0.375
4264,loosely,0.25
4265,Peacock,0.25
4266,bitterness,-0.5
4267,hardline,0.125
4268,luring,-0.125
4269,cheerleader,0.125
4270,pitfalls,-0.25
4271,mundane,0.125
4272,Burnham,0.125
4273,clown,-0.11200000000000004
4274,Awareness,0.5
4275,acclaim,0.625
4276,exempted,-0.125
4277,superiority,0.75
4278,punitive,-0.25
4279,understatement,-0.125
4280,complains,-0.75
4281,slum,-0.5
4282,Belle,0.5
4283,extremes,0.125
4284,cheerful,0.75
4285,anguish,-0.625
4286,blazes,0.375
4287,blunder,-0.375
4288,hypothetical,-0.625
4289,Visitation,-0.25
4290,devoid,-0.25
4291,displeasure,-0.5
4292,Wills,0.125
4293,nightmares,-0.125
4294,adrenaline,0.125
4295,cutoff,-0.375
4296,comfort_zone,0.125
4297,Subscribers,0.125
4298,splendid,0.5
4299,jab,0.25
4300,dim,-0.125
4301,surges,-0.25
4302,Coroner,-0.25
4303,proficiency,0.125
4304,Archdiocese,0.125
4305,realism,0.125
4306,insecure,-0.25
4307,seniority,0.5
4308,miracles,0.375
4309,politely,0.125
4310,regrettable,-0.556
4311,irregular,-0.5
4312,discrepancies,-0.125
4313,inconclusive,-0.5
4314,cloudy,-0.125
4315,grievance,0.375
4316,reeled,-0.5
4317,inflict,-0.625
4318,unattended,-0.125
4319,fossil,-0.125
4320,salvaged,0.5
4321,bogged_down,-0.125
4322,Thinking,0.125
4323,generously,0.375
4324,detriment,-0.25
4325,unsuspecting,-0.375
4326,theology,0.125
4327,Luxury,0.125
4328,angst,-0.125
4329,tedious,-0.25
4330,omissions,-0.375
4331,baffled,-0.25
4332,freelance,-0.25
4333,noticeably,0.125
4334,melee,-0.375
4335,Preferred,0.875
4336,unfit,-0.375
4337,elated,0.5
4338,conceptual,0.125
4339,Protect,-0.75
4340,TCS,-0.125
4341,trusting,0.375
4342,bystanders,-0.25
4343,Wrong,-0.75
4344,posh,0.375
4345,elites,0.25
4346,wacky,-0.375
4347,Dynamic,0.5
4348,capitalizing,0.25
4349,silenced,-0.125
4350,bothers,-0.125
4351,usefulness,0.25
4352,errant,0.375
4353,malnutrition,-0.75
4354,cumbersome,-0.125
4355,extinct,-0.5
4356,clutter,-0.125
4357,Cinderella,-0.5
4358,Bone,-0.125
4359,Opinion,-0.625
4360,fluent,-0.125
4361,refurbishment,0.625
4362,braced,-0.625
4363,Butch,-0.375
4364,failings,-0.375
4365,flavored,-0.25
4366,rescuing,0.5
4367,Dons,0.125
4368,ED,-0.5
4369,Wonderland,0.125
4370,pasture,-0.125
4371,ADHD,0.5
4372,condemns,-0.25
4373,beefed,-0.5
4374,staggered,-0.5
4375,disapproval,-0.25
4376,Mystery,0.25
4377,bickering,-0.25
4378,tussle,-0.5
4379,stung,-0.875
4380,psyche,0.125
4381,guise,-0.375
4382,senseless,-0.5
4383,exhaustion,0.125
4384,Compensation,-0.25
4385,h,-0.25
4386,simplest,-0.25
4387,plucked,0.125
4388,exhausting,0.125
4389,Helps,0.5
4390,erroneous,-0.75
4391,eagerly,0.25
4392,indifference,-0.375
4393,adept,0.125
4394,artificially,-0.625
4395,intolerance,-0.375
4396,envoys,-0.125
4397,essentials,-0.125
4398,tendencies,0.375
4399,Actual,-0.375
4400,embarrass,-0.25
4401,fuzzy,0.125
4402,arcade,-0.25
4403,completeness,0.25
4404,Chances,0.5
4405,bolts,-0.125
4406,cameo,-0.5
4407,hastily,0.125
4408,armored_vehicles,-0.125
4409,Majors,0.125
4410,patrolled,0.125
4411,trivial,-0.125
4412,Killer,-0.375
4413,scathing,-0.625
4414,acquittal,0.625
4415,reckoned,0.125
4416,puzzles,0.375
4417,intoxication,-0.125
4418,unchecked,-0.625
4419,frivolous,-0.75
4420,Champagne,-0.125
4421,CCC,-0.25
4422,dismayed,-0.125
4423,browsers,-0.5
4424,unbiased,-0.375
4425,egregious,-0.875
4426,scarcity,-0.375
4427,brazen,0.375
4428,chats,-0.375
4429,disrespectful,0.125
4430,Challenges,0.125
4431,physical_therapy,-0.25
4432,wept,-0.75
4433,unsigned,-0.125
4434,aura,-0.125
4435,bonded,0.125
4436,Critical,-0.5
4437,chilled,-0.25
4438,bumpy,-0.625
4439,beset,-0.125
4440,Serious,0.125
4441,multiple_sclerosis,-0.125
4442,Blades,0.25
4443,blue_chips,0.125
4444,hopeless,-0.75
4445,Ferdinand,0.125
4446,Improved,0.375
4447,gridlock,-0.75
4448,omission,-0.375
4449,unwelcome,-0.75
4450,unrivaled,0.5
4451,Survivors,-0.125
4452,commemoration,0.25
4453,Intelligent,0.25
4454,Sunny,0.5
4455,expletive,-0.375
4456,competency,0.375
4457,retribution,0.375
4458,disparities,0.25
4459,glossy,0.5
4460,resurgent,0.25
4461,bark,-0.125
4462,excesses,0.125
4463,statistically,0.375
4464,Fit,-0.5
4465,militancy,-0.25
4466,Fraud,-0.25
4467,Shine,0.25
4468,disdain,-0.625
4469,perfume,0.25
4470,fries,0.125
4471,demoted,-0.375
4472,blur,-0.375
4473,unethical,-0.75
4474,Poverty,-0.625
4475,amused,0.875
4476,Corruption,0.25
4477,ambiguous,0.125
4478,fearless,0.125
4479,unease,-0.75
4480,rot,-0.75
4481,dishonest,-0.875
4482,frigid,-0.25
4483,bland,-0.375
4484,shredded,-0.25
4485,smuggle,-0.375
4486,poked,-0.125
4487,illustrations,0.125
4488,afflicted,-0.5
4489,undeniable,-0.875
4490,Younger,-0.375
4491,Lutheran_Church,0.25
4492,forcibly,0.25
4493,hatched,-0.125
4494,rowdy,-0.875
4495,steadfast,0.25
4496,Might,-0.125
4497,correcting,0.25
4498,preclinical,-0.25
4499,compliments,0.125
4500,Equally,-0.125
4501,calamity,-0.5
4502,untreated,-0.875
4503,coolest,0.125
4504,Fixed,-0.125
4505,diligent,0.625
4506,absentee,-0.625
4507,juicy,-0.375
4508,reputations,0.5
4509,apologizes,-0.625
4510,bedside,-0.125
4511,gimmick,-0.5
4512,dodge,-0.5
4513,slender,0.5
4514,pests,-0.5
4515,scrappy,0.25
4516,illegitimate,-0.125
4517,alright,0.125
4518,glucose,0.25
4519,workable,0.375
4520,retreating,-0.375
4521,Hickory,-0.125
4522,bumping,-0.125
4523,epilepsy,-0.375
4524,extravagant,-0.25
4525,unrestricted,-0.625
4526,insulated,-0.125
4527,Vega,0.125
4528,deprive,-0.25
4529,dehydration,-0.125
4530,Mentor,0.375
4531,Diet,-0.125
4532,pest,-0.5
4533,slums,-0.5
4534,sensed,-0.125
4535,supplemented,-0.125
4536,Improving,0.375
4537,Privacy,0.375
4538,Favorite,0.25
4539,mistreatment,-0.375
4540,unannounced,-0.5
4541,understated,0.375
4542,Lighting,-0.125
4543,catered,0.125
4544,inexperience,0.125
4545,unseen,0.375
4546,Lacy,-0.125
4547,Blacks,-0.375
4548,limp,-0.125
4549,speculating,0.25
4550,Statesman,0.125
4551,Bliss,1.0
4552,Rodeo,0.5
4553,elegance,0.875
4554,unwarranted,-0.25
4555,Handicap,-0.75
4556,injure,-0.5
4557,thrashed,-0.125
4558,concentrates,0.125
4559,metabolism,0.125
4560,Everywhere,0.375
4561,Friendly,0.125
4562,Craven,-0.125
4563,nudity,-0.25
4564,graded,-0.125
4565,donates,0.625
4566,Acquires,0.125
4567,mathematical,0.375
4568,broadest,0.125
4569,euphoria,-0.375
4570,Surprise,0.125
4571,subsided,-0.25
4572,Equality,-0.5
4573,millennium,0.25
4574,paltry,-0.375
4575,tryouts,0.125
4576,eases,-0.125
4577,superbly,0.375
4578,usability,0.5
4579,inflationary,-0.125
4580,Unlimited,-0.5
4581,negatively,-0.75
4582,TC,-0.125
4583,oppressed,-0.25
4584,subcontractors,0.25
4585,gladly,0.25
4586,dispel,0.125
4587,militiamen,-0.125
4588,misinformation,-0.25
4589,happiest,0.875
4590,lends,0.25
4591,inventive,0.375
4592,auspices,-0.375
4593,Important,0.875
4594,turtle,0.5
4595,sobering,-0.375
4596,heist,-0.125
4597,villains,-0.375
4598,misused,-0.375
4599,intimacy,0.5
4600,sincerely,-0.125
4601,nicer,0.875
4602,Ideas,0.125
4603,Districts,0.25
4604,savers,-0.25
4605,interrogators,-0.75
4606,agonizing,-0.625
4607,unscathed,-0.125
4608,claimants,0.375
4609,adorable,0.5
4610,unopposed,-0.75
4611,Operating_expenses,-0.375
4612,insulted,-0.125
4613,fished,-0.25
4614,ruining,-0.375
4615,superficial,-0.5
4616,Good_luck,0.25
4617,Beast,-0.375
4618,Springer,-0.125
4619,apprehension,-0.125
4620,flourished,0.125
4621,confrontations,-0.25
4622,impeccable,-0.625
4623,Accident,-0.75
4624,incarnation,0.125
4625,Managed,0.125
4626,decked,0.5
4627,intangibles,-0.625
4628,Blizzard,0.25
4629,contradiction,-0.125
4630,palpable,0.625
4631,paranoid,-0.375
4632,retaliate,-0.5
4633,pornographic,0.375
4634,frenzied,-0.625
4635,phenomena,0.125
4636,unruly,-0.375
4637,undisputed,-0.375
4638,triumphed,0.5
4639,adjustable,0.125
4640,casually,-0.5
4641,irresistible,-0.625
4642,disturb,-0.125
4643,Fix,-0.5
4644,widest,0.125
4645,oddly,0.5
4646,Precinct,0.375
4647,Nowhere,-0.25
4648,Risks,-0.25
4649,sufferers,-0.25
4650,finishing_touches,0.375
4651,morally,0.5
4652,emphatically,0.25
4653,floral,0.125
4654,funnel,0.125
4655,tryout,0.125
4656,notoriety,0.125
4657,Mineral,0.25
4658,alienated,0.5
4659,straining,-0.5
4660,pesky,-0.5
4661,resemblance,-0.5
4662,instruct,0.5
4663,negligible,-0.125
4664,soothing,0.5
4665,Poe,0.125
4666,gamer,-0.5
4667,brightness,-0.125
4668,confines,0.25
4669,honorees,0.375
4670,counterproductive,-0.375
4671,awakened,0.375
4672,Stack,-0.125
4673,outward,-0.375
4674,hitless,-0.5
4675,pessimism,-0.625
4676,Wide,0.125
4677,sanity,0.375
4678,academies,-0.125
4679,strangely,0.25
4680,insensitive,-0.625
4681,decried,-0.25
4682,disappointments,-0.75
4683,templates,0.125
4684,woeful,-0.75
4685,dilution,-0.25
4686,deluge,-0.25
4687,irreversible,-0.5
4688,widows,-0.125
4689,polio,-0.625
4690,dilapidated,-0.25
4691,inconsistency,-0.25
4692,concise,-0.125
4693,thirst,0.25
4694,disappears,-0.5
4695,dialog,0.25
4696,overheating,-0.5
4697,Unique,0.375
4698,braces,-0.125
4699,spasms,-0.75
4700,glittering,0.125
4701,souvenir,0.125
4702,craze,0.25
4703,Secrets,-0.25
4704,mislead,-1.0
4705,Evil,0.75
4706,Territory,0.25
4707,beware,0.5
4708,inconsistencies,-0.25
4709,animosity,-0.125
4710,BIG,0.125
4711,sharpest,0.25
4712,misfortune,-0.5
4713,tearful,-0.5
4714,zoned,-0.125
4715,invoke,0.125
4716,Famous,0.375
4717,combative,0.375
4718,defraud,-0.125
4719,unresponsive,-0.75
4720,differentiated,-0.25
4721,geek,-0.25
4722,Most_Valuable_Player,0.125
4723,Injury,-0.625
4724,wizard,0.125
4725,wastes,0.125
4726,Alive,0.125
4727,secures,0.25
4728,appropriated,0.125
4729,Satan,-0.25
4730,flattering,0.5
4731,quaint,0.875
4732,vitamin_D,-0.125
4733,unprepared,-0.375
4734,ticketed,-0.125
4735,dread,-0.125
4736,padded,0.125
4737,boldly,0.25
4738,quasi,-0.125
4739,onus,-0.875
4740,demos,0.5
4741,exhilarating,0.25
4742,savor,-0.125
4743,tweaking,0.375
4744,overstated,0.625
4745,hangover,-0.75
4746,Offensively,-0.5
4747,sneaking,0.125
4748,restless,-0.875
4749,fateful,0.625
4750,purposely,0.375
4751,Snider,-0.625
4752,GC,-0.125
4753,Runners,-0.25
4754,Gladstone,0.125
4755,unwillingness,-0.5
4756,nervousness,-0.375
4757,undue,-0.125
4758,endorses,0.375
4759,murderous,0.5
4760,Lose,-0.5
4761,jittery,0.25
4762,scrutinize,0.5
4763,trustworthy,0.5
4764,creatively,0.125
4765,Contracts,0.25
4766,avoidance,0.5
4767,preferable,0.75
4768,Obesity,-0.5
4769,nearer,-0.25
4770,cardiac_arrest,-0.625
4771,missteps,-0.5
4772,idiots,-0.125
4773,thrives,0.125
4774,derogatory,-0.75
4775,meticulous,0.75
4776,substation,-0.25
4777,filthy,-0.875
4778,thinkers,0.5
4779,Wish,0.5
4780,insolvency,-0.25
4781,convincingly,0.375
4782,RAF,0.125
4783,commemorative,0.125
4784,scourge,-0.25
4785,collide,-0.125
4786,Wally,-0.125
4787,unbeatable,-0.25
4788,undergraduates,-0.125
4789,Mad,0.125
4790,disable,-0.375
4791,inventions,0.375
4792,ailment,-0.25
4793,majestic,0.875
4794,faulted,-0.25
4795,victor,0.25
4796,faux,-0.75
4797,substandard,-0.25
4798,unimaginable,0.125
4799,painkillers,-0.375
4800,unregulated,-0.625
4801,unlawfully,0.25
4802,strife,-0.375
4803,fertile,0.625
4804,Connors,0.125
4805,ridiculously,0.125
4806,ingenuity,-0.125
4807,aesthetics,0.125
4808,decay,-0.375
4809,brutally,0.25
4810,unbearable,-0.625
4811,newborns,-0.125
4812,selectively,0.25
4813,Preservation,-0.125
4814,Curt,-0.125
4815,ethos,0.125
4816,Amazing,-0.25
4817,malpractice,-0.5
4818,undetermined,-0.625
4819,durable_goods,0.125
4820,bluntly,0.25
4821,distortion,-0.25
4822,Integrity,0.625
4823,rotten,-0.75
4824,startled,-0.125
4825,rosy,0.625
4826,limping,0.125
4827,toxicity,-0.25
4828,despicable,-0.5
4829,morals,-0.25
4830,Likely,0.5
4831,countywide,0.125
4832,withstood,-0.125
4833,damning,-0.375
4834,anesthesia,-0.25
4835,immature,-0.125
4836,mistrust,0.375
4837,stain,-0.75
4838,hone,0.125
4839,dress_code,0.375
4840,deem,0.25
4841,flourishing,0.125
4842,inaccessible,0.375
4843,nurtured,0.125
4844,temperament,-0.125
4845,undeveloped,-0.25
4846,wayward,-0.25
4847,garnering,0.125
4848,contrasting,0.125
4849,dented,-0.125
4850,stupidity,-0.625
4851,Thought,0.125
4852,GHz,-0.125
4853,discredited,-0.125
4854,Processing,0.25
4855,clueless,-0.375
4856,Shame,-0.75
4857,antibiotic,0.125
4858,untapped,-0.625
4859,procure,0.25
4860,differed,0.25
4861,inclination,0.375
4862,per_se,0.625
4863,foreclosed,0.25
4864,oblivious,-0.125
4865,Pursuant,0.125
4866,mischief,-0.875
4867,presumption,-0.125
4868,cynicism,-0.25
4869,apathy,-0.625
4870,Virtually,-0.125
4871,pretended,-0.25
4872,unloading,-0.25
4873,Gifts,0.25
4874,Dialogue,0.25
4875,Comfort,-0.5
4876,nuances,-0.125
4877,unjustified,-0.125
4878,motorway,0.375
4879,unproven,0.125
4880,bigotry,-0.25
4881,banter,-0.25
4882,vigor,-0.125
4883,probed,0.25
4884,disillusioned,0.75
4885,busier,0.375
4886,instill,0.375
4887,Strength,0.375
4888,greetings,0.5
4889,ordained,0.125
4890,unrelenting,-0.75
4891,poaching,-0.125
4892,eminent,0.25
